operand_a,operand_b,operation,expected_result
0xeac33ee30236a7ad,0x5da9af9c37bc4aee,9,0x0000000000000000
0xf61c0c23e6ad370e,0x8c11b12d425b5b08,7,0xfff61c0c23e6ad37
0xe9603a4e4ea45a77,0x81c7db22856d5a76,8,0x0000000000000000
0x27662d300e9ef509,0x17f34d82f73fbfa0,9,0x0000000000000000
0xa6dbf75cf6194f0a,0xed79023d35b82487,2,0xa459021c34180402
0xe6e566e2e956c594,0x504223a41439aab9,6,0x0000000000000073
0xef5b3026ffe2181b,0x578d2d1226ba4c96,2,0x4709200226a20812
0x743c43d604a61f67,0xeab1fc03158039bc,8,0x0000000000000000
0x17bd6f740e03a60b,0x565974e58f611bee,9,0x0000000000000001
0xb30630276fe05872,0x1f82a0075854379d,6,0x000000059831813b
0x85675e57442aca6d,0xd2938800cf13f1fa,6,0x0000000000000021
0xcb16077bac6eb492,0x1f381be2c295c544,3,0xdf3e1ffbeefff5d6
0x377a54a58e29fca1,0x07abbe506c82601d,8,0x0000000000000000
0x0c89b8721570041d,0x3dd973c748470846,5,0x226e1c855c010740
0xd048d759385542fa,0xa2703fd0ef685702,7,0xf41235d64e1550be
0x0b4a1998244d7d85,0x511278f20baf4db4,2,0x01021890000d4d84
0xc9ffba36e0bba7d2,0xc6bf992dbd42cadc,4,0x0f40231b5df96d0e
0x31091323df4c7764,0xe36bb6a6afba2665,4,0xd262a58570f65101
0xef8a15cdb0184e93,0x2117c9b072e09e9d,7,0xffffffff7c50ae6d
0xebd3aa4c68776c71,0x744b22ad4d2c1c1d,6,0x000000075e9d5263
0xe65ad95fb448bd60,0x0a69c76b9cad81cd,7,0xffff32d6cafda245
0x53533187d13cac69,0x2112e70a5c816fa5,7,0x00000000029a998c
0x2632e286a6be40f5,0xce59510aa96c3aca,0,0xf48c3391502a7bbf
0xcc1987f6e173b585,0x6e50bad369cd2bb1,4,0xa2493d2588be9e34
0x3138c85e4709dc0f,0x1bb17891ad4cc81a,9,0x0000000000000000
0x9456249b09489c77,0x4acdebce43368bc2,7,0xe5158926c252271d
0x9440352ef4f15996,0x01477ce83b0ab6cc,0,0x9587b2172ffc1062
0xf5dd209916e9bb19,0x51d2df4702222de1,0,0x47afffe0190be8fa
0x7ab3db2dc3121456,0x6f83e7ae1d9f0bfb,3,0x7fb3ffafdf9f1fff
0x096d4f31be3ec395,0xe371f36cb8863d08,2,0x01614320b8060100
0x356e7812ab8020a7,0x6defcc1a37902908,8,0x0000000000000001
0x16d82b2a4bcd11d0,0xa5de26fbd4e3ba34,4,0xb3060dd19f2eabe4
0xbc91d7d3a279ef0c,0xe141f1aaad4aa4d6,4,0x5dd026790f334bda
0xa0b75d5c1224956b,0x92cb8a3640ebb372,7,0xffffffffffffe82d
0x0d05eb02212d2af1,0x01da4c5776bf13ab,5,0x6957880000000000
0x9dbae88eac6a3438,0xa51f843dd6b2942b,2,0x851a800c84221428
0xc85c41760a549d78,0xe22d67b1af9c7798,4,0x2a7126c7a5c8eae0
0x39d2b883adee31f7,0xc58998f05324f07a,1,0x74491f935ac9417d
0x9f7c6739ae7691b1,0x04f397043e1b392c,3,0x9ffff73dbe7fb9bd
0xc2590fded04e27d7,0xd83a11c4322c75b3,3,0xda7b1fdef26e77f7
0x99dd254f6b899459,0x5f22240d42479119,4,0xc6ff014229ce0540
0xdb37e43eda107602,0x83ba414a2478156b,3,0xdbbfe57efe78776b
0xbb7c53877f69f79f,0x15e08f47c7ee3db7,2,0x1160030747683597
0xd9b26fe3dd35cda4,0x09c00284392d9e19,0,0xe372726816636bbd
0x5d3ae060f2c046d0,0xbb98d6fe20e1319a,8,0x0000000000000000
0x622b56137023a868,0x118fc3aa27d2092f,8,0x0000000000000000
0xb719d11d17421e9b,0xaacf8725fbd07873,6,0x00000000000016e3
0xfe55b1a12eff5ffb,0x0edb0f6052bb55ac,8,0x0000000000000001
0x29b9768dfc928471,0xd8b852a5f4958120,9,0x0000000000000001
0xb83fa8f26d6491ca,0x600c3e81a90c7ea7,8,0x0000000000000001
0x30317a7861c4c117,0x78cd1365f017d8c8,8,0x0000000000000001
0xff772b8477ecca6f,0x553dee79c701d9af,1,0xaa393d0ab0eaf0c0
0x19a7ce4448527ddc,0x8683f144eb40184d,4,0x9f243f00a3126591
0x29c1c159cff81311,0xf18b4a7074d5b2a2,9,0x0000000000000001
0x883aa2b99c05aa7b,0xa230c78922676c9f,5,0xce02d53d80000000
0x10e133a1f676d812,0x4d48c4ba2064cb24,3,0x5de9f7bbf676db36
0x11a9b664638b62f9,0xe02524e432f1f336,7,0x0000000000000046
0x7d61680cc912409e,0xf0466bcbdca49ac1,2,0x70406808c8000080
0xa42dbd297a9bc0f4,0xce0aae3cb76aa61c,0,0x72386b6632066710
0x7c24c681c6a8c762,0xd82a7d0c2aed3b23,7,0x000000000f8498d0
0x4fd16e1550686641,0xeb76b8742f532c15,4,0xa4a7d6617f3b4a54
0x9b1e08b9437ca91a,0xace600a523b66ddb,1,0xee3808141fc63b3f
0xd1f2254574cbcd77,0xa16a3b4c941f68cc,8,0x0000000000000000
0x112c93b94e9a6e5d,0xe38abcafbec549cb,7,0x000225927729d34d
0x7739791ed43a1ff4,0x143ddcf36370bd57,6,0x000000ee72f23da8
0x6415e10df7b532c4,0xb3001cfaa78f8077,8,0x0000000000000000
0xe2dc14962730f652,0x25c2bae944ec9420,2,0x20c0108004209400
0x019b52e5e83fa9c1,0xca1f615e7dfbea13,3,0xcb9f73fffdffebd3
0x5aef4d8332f2e4c9,0xb1981400dc7ee45c,6,0x00000005aef4d833
0xf9788beb4777b7dd,0x6ec75c0ddf0d651a,8,0x0000000000000001
0x99f7aa0615f0386b,0xaba268d520aa5563,8,0x0000000000000001
0x8208d35e1d07f7a3,0x2e4d6a8a2a961316,6,0x00000208234d7874
0x3e96ef94007e0596,0xe90d8c6a4d0da0ea,9,0x0000000000000001
0xa91a7ff7604b2aea,0x19ee0a5240da5259,2,0x090a0a52404a0248
0xa9b073040b57dca4,0xf50cdeb5f9acecb0,9,0x0000000000000001
0x6436174620198059,0x55dc0fae80d75b72,5,0x0164000000000000
0x0d41a87f99a50873,0x5199199c68be7c84,1,0xbba88ee330e68bef
0x7310bd5e85e42904,0x670ef8e8345b43b3,5,0x4820000000000000
0x13113d5fdaa52014,0xa195f1eb402d21ee,9,0x0000000000000001
0x4fdba2c6a3394896,0xb0074bb8e23bb87a,5,0x5800000000000000
0xfbd8213919d52f63,0x9449d734b547bd4e,6,0x0003ef6084e46754
0xae30f1a981f59c25,0x04babf5476ca24ce,6,0x0002b8c3c6a607d6
0x68b564fc82d8b07c,0xb4d7259e53b5fd6e,0,0x1d8c8a9ad68eadea
0x9f6ddfa98e203cbe,0xdb81af5956940ae4,5,0xe203cbe000000000
0x2dc8c02c00f16c0a,0x6e5cf29aee000a81,5,0x5b91805801e2d814
0xad54814b1c230e3e,0xea00811f91179a7c,7,0xfffffffffffffffa
0xb6b5ee3133658c5b,0x8d9e130e1a7cca5c,2,0x8494020012648858
0xc9d520f0f9740d78,0x4eb8b9a00e69bac3,6,0x193aa41e1f2e81af
0x0104a8c3327df859,0x5617b3c8147c6456,8,0x0000000000000001
0x959cf56d3844cb93,0xac222675fef8387e,7,0xfffffffffffffffe
0x120652fa7e700096,0x1ccf9f60fa0b2a48,9,0x0000000000000001
0xb3ab38b1a8dcdba8,0x39b5519f0e25320e,2,0x31a1109108041208
0xc1ee468b0c0c5fb6,0xdc27017997fba7ba,4,0x1dc947f29bf7f80c
0xbe70a6b2e61a7284,0xb8b83914f0f4b94f,5,0x5359730d39420000
0x9054b35a802b7e6d,0x6705b8dd274942ad,0,0xf75a6c37a774c11a
0x78e850d324a1209f,0x12c16b2c2cab7277,1,0x6626e5a6f7f5ae28
0x2e250a72ef0ddbc1,0xc8e395bfc1db3b67,5,0x86ede08000000000
0xfaef2c5b07c650d2,0xbcafbb20d0fe3b1d,4,0x4640977bd7386bcf
0x89db626664d37c6d,0xdb4fb5a6a10efbee,3,0xdbdff7e6e5dfffef
0x0c3a28993adf538d,0x56be4551429a327f,0,0x62f86dea7d79860c
0xd859f45a499b26d1,0xef4975f62e97401c,4,0x371081ac670c66cd
0xe9b8111a6dc30bde,0x9af5d02970b11762,4,0x734dc1331d721cbc
0x2658b871a766eebf,0xc4abd000299e1839,6,0x0000000000000013
0x6ef05ad3593e7d24,0x332d4d98c6c059fe,8,0x0000000000000000
0x3cb688957cfe6f5c,0x724d8e18dd1f7e2b,5,0xf37ae00000000000
0xad49eedd406f58c1,0x1535f8e0002803f4,6,0x0000000000000ad4
0xd0282d93d5c5f6e6,0x9c833098502419a7,5,0xe2fb730000000000
0x9dbde067bdc3da9f,0x1d1e4659579d8c7a,2,0x1d1c40411581881a
0xe5b5699a36d20ec2,0x16e325af4f316fa4,8,0x0000000000000001
0x48126fcc3ed8059e,0x3ff46c6bdb6336db,6,0x00000009024df987
0x0bfb86ff22966fc1,0x24bc02fd2d84ff5b,5,0xf914b37e08000000
0x73dd56f8ac962c84,0x3cad163063564b6f,1,0x373040c8493fe115
0x89059aa19cb7c3e9,0xe2b30c8402c1e851,2,0x800108800081c041
0x6f2dc3b48353781b,0xcfaf0a539ab13f70,7,0x0000000000006f2d
0x9daf6cf52e6bbdca,0xe0d285636a600d56,3,0xfdffedf76e6bbdde
0x809070ac0d80ada3,0xf9b1a8214a5bbd9a,0,0x7a4218cd57dc6b3d
0x56dfc05c7325a357,0x2f8936d926aba7a4,7,0x00000000056dfc05
0x30fe425645f9600d,0xe005b2ee8e789dcf,7,0x000061fc84ac8bf2
0x13dc0830a117d5ed,0x88c011c4e36d3664,9,0x0000000000000001
0x8b8f80bfc9101663,0xd79e896c89897af5,7,0xfffffffffffffc5c
0xc062a1a06099c6eb,0xd29ea2ef0ce532ac,0,0x9301448f6d7ef997
0xbfd3c12420c45394,0xd50028f4f4acaaed,6,0x000000000005fe9e
0x06708e5be81811e5,0x19ea68d7daf5304d,5,0x11cb7d03023ca000
0x6461b9d6bb6b1d56,0x7a395d0b7df04124,8,0x0000000000000001
0x20df4e096256a3d4,0x0ddd237ac4986171,9,0x0000000000000000
0xed8c561da3689f40,0x5c8d31c387596e73,9,0x0000000000000000
0xf03049687bfb30a6,0xadca35d1ec11cb20,8,0x0000000000000000
0x491c4910f12f78c6,0x69f03f38db1c0dc4,1,0xdf2c09d816136b02
0xfe97d25cae87f712,0xbfe804a49a7a5f28,2,0xbe8000048a025700
0xcc3ee681cfa517eb,0xd6b2190d93e60758,3,0xdebeff8ddfe717fb
0xc9b8f36991f879c2,0x3c85db086af1b54c,8,0x0000000000000001
0xaa2a906852bcf73f,0x8eff2518a5c68611,0,0x3929b580f8837d50
0xaa6b208c44290b9d,0xecca2aaadb4204b5,6,0x0000000000000553
0xf44f989c08b4bb27,0x6254fc1d4d1fdc16,7,0xffffffd13e627022
0x28274708edef6d20,0xf1327e57bfdce871,7,0x0000000000001413
0xe4f58e389368c9f5,0x38a3b3f40e1e4440,8,0x0000000000000001
0x38c91f82a5743a25,0x13d13e1042dacef8,6,0x0000000000000038
0x3ef71c177c7a779a,0x443fc3826589b15f,2,0x043700026408311a
0xe3e1713b9d26f138,0x56302b5e84a02026,9,0x0000000000000000
0x38952e44a841d953,0x670dc7c37ec7a133,2,0x2005064028418113
0xbcd7e40daa8d5d3b,0x2304c6a4d9b69a9f,3,0xbfd7e6adfbbfdfbf
0x9d380028bc4251ed,0xe4092d7eef13d541,6,0x4e9c00145e2128f6
0x1a7159e2a3d47e72,0x9277d21926b36bca,2,0x1271500022906a42
0xee76ea92da59ca0a,0xa769be66749704a5,5,0x4b39414000000000
0x3b3cde5b7c0a461f,0x7b937c320262cd80,6,0x3b3cde5b7c0a461f
0x2fe0bc93357db38e,0xd7048f5f57635576,2,0x07008c1315611106
0x297c7c298da162a2,0x6a9f78333cfc34aa,2,0x281c78210ca020a2
0xfb62a9412441dccd,0xe47d029c58d72a9d,6,0x00000007db154a09
0xd50a2cff4bb03546,0x5cdf08446ac3106d,6,0x000000000006a851
0xfa2367d034bf1bf9,0x914cb0e8a99af3ef,4,0x6b6fd7389d25e816
0x21cd30eb5032416a,0x2c4df97365ab091b,5,0x5a81920b50000000
0x684861f2088ee678,0x36fc358d32286c42,4,0x5eb4547f3aa68a3a
0x3a6cd706a2d919b5,0xd1290aaa4e74ed22,4,0xeb45ddacecadf497
0xff5c96bd8fe51ae4,0xb88ac0d06b16f9f4,0,0xb7e7578dfafc14d8
0x648a5fa0f639427b,0xc7e8582b4b09ae60,4,0xa362078bbd30ec1b
0x8096e088fb6a1302,0x1af5d270b5db34aa,1,0x65a10e18458ede58
0xc085831e90bc5c7c,0x827a2779ec619d5f,1,0x3e0b5ba4a45abf1d
0xad320875d9f89a50,0x6cff39989089af7a,6,0x000000000000002b
0xe8b4fa83afe077dc,0x7b19906873478e1b,1,0x6d9b6a1b3c98e9c1
0x45b743f7e007e951,0x047c63257a0d60f8,4,0x41cb20d29a0a89a9
0xa1864d5a82ff8189,0xfa8c8b745b8194dc,6,0x0000000a1864d5a8
0x95192565a7ee9699,0x0e19a272467985f6,5,0xa640000000000000
0xd6e2f93daba7823f,0x3ef4ef9e62472845,2,0x16e0e91c22070005
0xc56ca2525513ab0c,0x43d8a26d2e0bc562,7,0xfffffffff15b2894
0xb98020e331d5b1f4,0xb5fd573a59e24c96,9,0x0000000000000000
0xfc549310eb4919e0,0x69f2e486c587ec31,1,0x9261ae8a25c12daf
0xb5254e784bc0a93f,0x13e5ee13fe52bef1,9,0x0000000000000000
0xa0bfecfdf74d3db8,0xa67d18316f8d5871,6,0x000000000000505f
0xc6c7b2531ac42c1b,0xaea8add41764c888,4,0x686f1f870da0e493
0xfbeb8e0f03f81f66,0x433452706b26ec73,5,0xfb30000000000000
0x5939eac625478b25,0x8b8512448272c93e,9,0x0000000000000001
0x9aa338cb113268d1,0xff93c38583962bae,7,0xfffffffffffe6a8c
0x316a43123ab54931,0x3efdc8c44d295e63,6,0x00000000062d4862
0x9f99c98af86c05ef,0x22c3e3322b36ade8,7,0xffffffffff9f99c9
0x3d7a305b37f5f63b,0xcafe70c1076d33d0,8,0x0000000000000000
0xcaf2b7669c023d20,0xe8d0df1477d53201,6,0x65795bb34e011e90
0x409a7f2a7c754c92,0x1ec445ff44fe24b3,7,0x0000000000000813
0x28304fe916ab96e8,0x8d634706cedd839e,9,0x0000000000000001
0x3f9e8b0b45d5aff2,0x55fdfd3b4bf4931d,3,0x7fffff3b4ff5bfff
0x2b090af3180d491b,0x4b8d9737c590981f,5,0x8c06a48d80000000
0x0b90dd1edaae7453,0x054e2a978afe9c36,6,0x000000000000002e
0xd2056b143b98e40a,0xaab2c6a329df5aa5,5,0x731c814000000000
0x271aa699afbe0d25,0xd1a2bab125321abd,6,0x0000000000000001
0xbc6ae04e9e5e7265,0xebde7b7c4d146031,0,0xa8495bcaeb72d296
0x77abeb2f1d012fa6,0xbd3488156b3ea13e,1,0xba776319b1c28e68
0x31e2cb1d8d6c4e83,0xf2373406fe41ff5d,4,0xc3d5ff1b732db1de
0xb8f3248f2066bf31,0xe0f900b45d8f535f,6,0x0000000171e6491e
0xd90ba0734cc359d6,0x181e37f276d747c4,3,0xd91fb7f37ed75fd6
0xfeecb303966531b3,0xe4e56183bf203368,0,0xe3d214875585651b
0xf32631a95317f8ce,0xea9c77a71934a9ce,4,0x19ba460e4a235100
0x19e8075dabff067a,0xe0694c72533d3a3f,5,0x0000000000000000
0x8b30b116ac558057,0xb0025f5816bce1b5,9,0x0000000000000001
0x783fa0d577a5cbfa,0x93fba94f1f118cca,3,0xfbffa9df7fb5cffa
0x96b8a5fe3db9ef59,0xbfe745179b58c661,6,0x000000004b5c52ff
0xe7cb199f5fbf4c5c,0xa4cf10d5f8b12526,1,0x42fc08c9670e2736
0x580a3be2a28c9c47,0xb422436213ed801c,7,0x0000000580a3be2a
0xbd3c9f2d64275127,0x35e60a268ee1253f,1,0x87569506d5462be8
0xd3f8c097906ef978,0xa862aa0d5937f4be,6,0x0000000000000003
0x6a0ced7074022ae3,0x457aafe5cd6fe1c1,3,0x6f7eeff5fd6febe3
0x10d1f5aee423e82f,0xb2ea83504c560412,0,0xc3bc78ff3079ec41
0x567c92f3de752089,0x66eb9f0db0f86063,5,0xf3a9044800000000
0x5b05b99a3c2ea9e2,0x23a6299e1de44e89,0,0x7eabe3385a12f86b
0xcdc91bf850d931d0,0x2cca468815f314f9,6,0x0000000000000066
0x9944614ffd84527a,0xb7cc907730f0d855,6,0x000004ca230a7fec
0xcffd894d57c5176c,0xe453115f539a8e35,9,0x0000000000000001
0x7d38ac19838eec50,0x79e39f873d2aabb3,7,0x0000000000000fa7
0x83b2c1a7e14a7d24,0x5aeb42997aa9ad65,3,0xdbfbc3bffbebfd65
0x0b20de55d2bb0283,0xae525c085a48c5bf,3,0xaf72de5ddafbc7bf
0x6ba81959ce90a0ad,0x96927aaa243c82e2,7,0x000000001aea0656
0xc3c3c00ca0409014,0x43be61e7715ec0e3,0,0x078221f4119f50f7
0xb3f73b8c6a38ae5d,0x46ac488d8118492f,2,0x02a4088c0018080d
0xdd20a378bc9f1d7c,0x0f20d5f8ec0cafcd,2,0x0d208178ac0c0d4c
0x66b6d409ef6d5b43,0x97ccaf79fb8427e0,6,0x0000000066b6d409
0x5d6b993eb41b1a3e,0x4d36efa78476fb93,1,0x1034a9972fa41eab
0xcd037cab7f83c3e3,0x59cb22fb80827747,7,0xff9a06f956ff0787
0x567b6354e1e8c305,0xca0ab5f2b272254e,2,0x420a2150a0600104
0x61ec20d2759f5524,0x7e3d0edd093f987b,5,0x2000000000000000
0xf8e61cf157a62f39,0xe9f5d451aebcadd8,7,0xfffffff8e61cf157
0xd1b72e5ba56403d2,0x84d608b8e5bb47db,9,0x0000000000000000
0x9badfa4ef811e96b,0x5c3a18e35f0ab15e,6,0x000000026eb7e93b
0x6de8ba9d2f9cc9fb,0xb3834c8d21a2e2bc,2,0x2180088d2180c0b8
0xf5f39179e45b2410,0x633012b6c9756703,8,0x0000000000000001
0xd22d4cbedf67a4f0,0xe86bd9b59d01d1d6,5,0x2fb7d9e93c000000
0xb5e430e1e74d4d05,0x9ec9a1ea7ca168c4,1,0x171a8ef76aabe441
0xc92e8a66382affb1,0x805ac9a3e40ca46a,3,0xc97ecbe7fc2efffb
0xf6c26ddf93d68e4e,0x400de0946db5e4fd,9,0x0000000000000000
0x476b81ff9ad67d5a,0x37e3cbb764a884e8,2,0x076381b700800448
0x06920189d3445c00,0xcab85dab942aca69,9,0x0000000000000001
0x5dcdae75826f8aa0,0xa537f04f1e773385,0,0x03059ec4a0e6be25
0xff0ba13a1559c80b,0xe8a5975862e16600,6,0xff0ba13a1559c80b
0x2e98caa854249918,0xd13a55ae6c5c2d3a,8,0x0000000000000000
0xca07c164eacfa80c,0x1f3199442a7ca9d2,3,0xdf37d964eaffa9de
0x1acbc84972004b27,0xc754133a60808f5f,4,0xdd9fdb731280c478
0xf7d9f24061e0c715,0x20d82c881b39b9f0,8,0x0000000000000001
0x70e7264d2afd914d,0xf054ec617c1c9861,9,0x0000000000000001
0x1560c2ddb56553db,0xdda87daec5db28cf,6,0x00002ac185bb6aca
0xd916894fd462d4f6,0x8128c6a236d6483d,9,0x0000000000000000
0x635e6377a16b6120,0xd45ec7b88c1d65ac,7,0x00000000000635e6
0x787fe1c8506e8412,0xf729134b39774b04,1,0x8156ce7d16f7390e
0xb72510e019c2fc27,0xe9f6a311d089beec,4,0x5ed3b3f1c94b42cb
0x972cf5c26c777ea7,0x5920cfee2012ba40,5,0x972cf5c26c777ea7
0xe7cb465e09f99fd8,0xbeddebc1f04642ef,2,0xa6c94240004002c8
0x03917c662deff484,0x338b3ecf0e462fb2,5,0xd210000000000000
0xb157003ce7b1d591,0x9768dd734209160f,7,0xffff62ae0079cf63
0x11f73621f0d3b644,0x1dec3731c03dbdc4,8,0x0000000000000001
0xabffae0a38fd8ee9,0xb19bb563bcd8a61f,0,0x5d9b636df5d63508
0xfba7b46518a1246c,0x65bd18dd0c1d3b4e,9,0x0000000000000000
0xe9907d57c6542023,0x8f4ffc7510f74593,6,0x00001d320faaf8ca
0x482805d1d8263e37,0xb1d08631773440b9,8,0x0000000000000000
0x2c98fd92ddec1586,0xf93992512e271da6,6,0x0000000000b263f6
0x470429c3335df749,0x1354b0b4bd9d3377,7,0x000000000000008e
0xba13446e8597d475,0x8c978b68ac9bcace,4,0x3684cf06290c1ebb
0x32cc42027df16a99,0x6e9a7b8348858421,3,0x7ede7b837df5eeb9
0xdad6b2489263d2e5,0xf94dbc260642f096,0,0xd4246e6e98a6c37b
0xb6f6ae3402f2f6fa,0x684747607c913cbc,3,0xfef7ef747ef3fefe
0x07f9e9579ec54531,0x1c24e0c8c32286bd,4,0x1bdd099f5de7c38c
0x3ea6cf42d383b363,0xaa1885cc45c67cfd,7,0x0000000000000001
0x01ec833f6fafd167,0x3a361de3d4593130,8,0x0000000000000001
0x1bb9adc1c2e6efb1,0xb5baac3e8e76faeb,8,0x0000000000000000
0x6f3ebe0d4f1fbea1,0xfcb31e619224b016,5,0x8353c7efa8400000
0x17f0f5dc45779709,0xf7c9c8b606b9c930,8,0x0000000000000000
0x249c9d89341caac7,0xb942e1dd6dada8f3,1,0x6b59bbabc66f01d4
0x19eb376a9282e24d,0xa6a85090316c6549,7,0x000cf59bb5494171
0x4fcdf76efd5a1847,0x0f5ef3365dbea668,9,0x0000000000000000
0x2674ad21b42f2961,0xd1bd51b85d7d7c84,1,0x54b75b6956b1acdd
0x3f5bea32b3eed6f2,0x041deb586975e66b,1,0x3b3dfeda4a78f087
0xba0517d7f74a0748,0x67a5eeb804a27fec,7,0xfffffffffffba051
0xf7d9ddaaa47fe2d8,0x041e51a097082d7f,1,0xf3bb8c0a0d77b559
0xe8c08afd9fe2f3bb,0xca588a14a7aaa14a,9,0x0000000000000000
0x93020abf749c2503,0xc4c48c741c4ecc0d,9,0x0000000000000001
0x0b06d0af7405091d,0xc88851afad9cab61,1,0x427e7effc6685dbc
0xff3c4269834d229a,0x2b290e4ac27c1ee5,8,0x0000000000000001
0x4c90c68f79ecdac1,0x599184ac4f5e7e95,6,0x0000026486347bcf
0xdbd29ae3157dcfeb,0xa5e9e62d43f0af07,7,0xffb7a535c62afb9f
0x959f5ca35a16eb6c,0x5be09c7f6eb97e7a,7,0xffffffffffffffe5
0x7d0340f6e68e55a5,0x8d86ad1dcf926847,4,0xf085edeb291c3de2
0x543eb7a585439dae,0x93772026b32c6362,8,0x0000000000000000
0x9959a7527517480e,0x3cf1d1baa225285e,4,0xa5a876e8d7326050
0x3ea49717ac14064d,0x141bed0aecdb69c0,0,0x52c0842298ef700d
0x99f83952e2d8a0a7,0x8d909a7d25ea2b3f,3,0x9df8bb7fe7faabbf
0x4611de6b91570c21,0x77c438aa8138bfd2,9,0x0000000000000001
0x52f261f79df9808d,0xa09c35112ca1a6e9,0,0xf38e9708ca9b2776
0x19ac93c5b2ec943c,0x2dbdec3f7714ce64,9,0x0000000000000001
0x1192f44fa50e3f87,0x3a608379d0de4681,3,0x3bf2f77ff5de7f87
0x0988c7b9bb107f24,0x1aab1d071d1d9b38,1,0xeeddaab29df2e3ec
0x522ec7da648d9b5a,0xe186f8524e4775c2,5,0x48bb1f6992366d68
0x3a86ecd7f474b455,0xfe69e8c359643df0,9,0x0000000000000001
0xdcdd0ece69a4d81b,0x1857315d932b977b,6,0x000000000000001b
0xb032b498e7416dd6,0x06c7af1bd263a221,7,0xffffffffd8195a4c
0xcab5f0680663f0c4,0x2aeef33ae538df44,1,0x9fc6fd2d212b1180
0xcdfb38a82f93f11e,0x15853e625ac2eda0,5,0x2f93f11e00000000
0x8c1f80cbee34d828,0x30fea2ccbf699ed4,1,0x5b20ddff2ecb3954
0x6e8471374bb5ff25,0x3bec3c1d05882cb0,4,0x55684d2a4e3dd395
0xf8c311e94650ea66,0xdfe47ef819fad103,5,0xc6188f4a32875330
0x585c2bc5821eaf15,0xb7e502e99d49900d,3,0xfffd2bed9f5fbf1d
0x40154f76d2bbe9a9,0xbdfa43f2355ebd1f,8,0x0000000000000000
0x717bc2a7ac8fd887,0xbb6abe781ed7a5d1,2,0x316a82200c878081
0x9dcfbfcb6f5f324d,0x18279b25b46bc73c,6,0x0000000000000009
0xb7546485e317eb3c,0xa49a328dbdf78e43,3,0xb7de768dfff7ef7f
0x01eac3a1ada681c8,0x351d704d2e570da4,2,0x010840012c060180
0xeccf2c7cd1898b2c,0xca4b9154fa8bfc98,3,0xeecfbd7cfb8bffbc
0x95b0b10370b7e8ba,0x6858d53ccbd15394,4,0xfde8643fbb66bb2e
0xfe5e118b081aeee5,0x1375cbbb9c8b953e,6,0x0000000000000003
0x0cd9c3950e7d3891,0xb0653af90a1a3b91,8,0x0000000000000000
0x9b6e361c01dd44e9,0xcbcdb2e0b5a0b487,8,0x0000000000000001
0x8adc80596ecc04b2,0x7eb780580ccc6d9d,1,0x0c25000161ff9715
0xd8880a28290bd960,0x1701eca1e7dd4f92,2,0x1000082021094900
0x22d659acd897281b,0xf51a0eb329f83a03,4,0xd7cc571ff16f1218
0xdcd8efa38f08f811,0x7a7f0f6166dd7f32,4,0xa6a7e0c2e9d58723
0xe7358bfefbb57b03,0x648605dea40e3de7,5,0xdabd818000000000
0x90af25c46c722db5,0x489bc61e064c70b6,3,0xd8bfe7de6e7e7db7
0x15009aaef53cef80,0x7786e4e07e886f97,1,0x9d79b5ce76b47fe9
0x8de9d675de911c02,0xbdaa6a9017b738ad,8,0x0000000000000001
0x1d95dcbc0cfd3a75,0x6d6b32c2a6e79b21,9,0x0000000000000001
0x6d05a16dec13283e,0xb66d86c11d7ba5ee,7,0x000000000001b416
0x025b24766ddf61ba,0xb2604454404cce62,4,0xb03b60222d93afd8
0xaadce6193aac79f2,0x03af176886f03e24,7,0xfffffffffaadce61
0xb9b2e50b1ff4350f,0x5210c16221227a4f,1,0x67a223a8fed1bac0
0xa7e397ca1dbda62a,0x9a2542341409fbdf,0,0x4208d9fe31c7a209
0x585d3c2bc2f65a5c,0xe707a90f950860fa,6,0x0000000000000016
0xac70e7eaeae23143,0xa19ccfed5138d6ab,8,0x0000000000000000
0x129af7cd9c4d8a69,0x9fb03417a82745da,6,0x00000004a6bdf367
0xea5b59e4ca1bdeef,0xb2410647a1e50c9d,2,0xa241004480010c8d
0x4af4a1a54e48f7b3,0x4e153632e2957f59,2,0x4a14202042007711
0xb283d091ae79d481,0xe32ba64670ce6d94,6,0x00000b283d091ae7
0xa4e515bb8bd17321,0x0016e5b53d3cdf05,2,0x000405b109105301
0x438380eaa49430d2,0xcbdf46397f1ac392,3,0xcbdfc6fbff9ef3d2
0xb54da62713a88d1b,0x58aae4393b952d2b,0,0x0df88a604f3dba46
0xe1db9df934f827d2,0x42de4ab4b3a3b5ff,0,0x24b9e8ade89bddd1
0x9958f33c29d0314e,0x36bfaabad5e26791,3,0xbffffbbefdf277df
0x1c1ce6ac3a2bb06b,0x9bf9e053c4132914,3,0x9ffde6fffe3bb97f
0xa84c64a966296fb0,0x46850422a4a86e57,9,0x0000000000000000
0xef5c21fafd003a27,0xbb52f03c63f7eca0,6,0x00000000ef5c21fa
0x0eb1c2838e8d854b,0xde9f7539bf768f0a,2,0x0e9140018e04850a
0x9fc9531d3a47d8c7,0xfb699ef03ef06b19,9,0x0000000000000001
0x43120fc153cc8a13,0xff1e75c687143945,4,0xbc0c7a07d4d8b356
0x77509d3c1db99e4c,0xabede03c2cda3138,3,0xfffdfd3c3dfbbf7c
0xa213f0af4de5b346,0x9078a102ed8d693f,1,0x119b4fac60584a07
0x8c7da82f078471f3,0xeb421745c5bf7555,9,0x0000000000000001
